"","URN","Provider type","Ofsted Region","Government Office Region","Local authority","Sector","Places","Date","leave_join"
"290","SC058429","Children's home","North West","North West","Lancashire","Private",7,2014-10-29,"Leave"
"291","SC059758","Children's home","South West","South West","Cornwall","Local Authority",6,2014-12-05,"Leave"
"292","SC059955","Children's home","South West","South West","Cornwall","Local Authority",2,2014-12-05,"Leave"
"293","SC060439","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kirklees","Private",3,2014-07-12,"Leave"
"294","SC060595","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Private",6,2014-05-29,"Leave"
"295","SC060744","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Local Authority",4,2015-01-22,"Leave"
"296","SC061377","Children's home","North West","North West","Sefton","Private",6,2014-05-27,"Leave"
"297","SC061717","Children's home","South East","South East","Hampshire","Private",9,2014-09-23,"Leave"
"298","SC062193","Children's home","East Midlands","East Midlands","Leicestershire","Private",2,2014-12-17,"Leave"
"299","SC062436","Children's home","North West","North West","Lancashire","Private",10,2014-09-28,"Leave"
"300","SC062593","Children's home","West Midlands","West Midlands","Birmingham","Private",4,2014-09-26,"Leave"
"301","SC062811","Children's home","East Midlands","East Midlands","Derbyshire","Private",7,2014-05-27,"Leave"
"302","SC063051","Children's home","London","London","Croydon","Private",6,2014-10-07,"Leave"
"303","SC063064","Children's home","North West","North West","Halton","Private",4,2014-06-17,"Leave"
"304","SC064369","Children's home","North West","North West","Lancashire","Private",4,2014-07-27,"Leave"
"305","SC064529","Children's home","North West","North West","Blackpool","Private",4,2014-07-31,"Leave"
"306","SC064629","Children's home","South East","South East","Kent","Private",6,2014-06-16,"Leave"
"307","SC065027","Children's home","South West","South West","Bournemouth, Christchurch & Poole","Voluntary",4,2014-06-16,"Leave"
"308","SC065055","Children's home","South West","South West","Somerset","Private",2,2015-03-02,"Leave"
"309","SC065096","Children's home","North West","North West","Bury","Private",6,2015-02-02,"Leave"
"310","SC065112","Children's home","East Midlands","East Midlands","Leicestershire","Private",5,2014-12-12,"Leave"
"311","SC065848","Children's home","North East, Yorkshire and the Humber","North East","Durham","Local Authority",4,2014-10-31,"Leave"
"312","SC066245","Children's home","North West","North West","Lancashire","Private",8,2014-07-28,"Leave"
"313","SC066552","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",4,2015-02-25,"Leave"
"314","SC067254","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Private",8,2015-01-27,"Leave"
"315","SC067798","Children's home","East Midlands","East Midlands","North Northamptonshire","Private",4,2014-06-13,"Leave"
"316","SC067870","Children's home","North West","North West","Lancashire","Private",7,2014-08-05,"Leave"
"317","SC068178","Children's home","South East","South East","East Sussex","Local Authority",4,2014-12-15,"Leave"
"318","SC068188","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Private",8,2014-11-13,"Leave"
"319","SC068211","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Barnsley","Local Authority",4,2014-12-12,"Leave"
"320","SC068246","Children's home","South East","South East","Kent","Private",4,2014-08-08,"Leave"
"321","SC068260","Children's home","South East","South East","Hampshire","Private",6,2014-09-23,"Leave"
"322","SC069186","Children's home","West Midlands","West Midlands","Wolverhampton","Local Authority",6,2014-09-26,"Leave"
"323","SC358429","Children's home","West Midlands","West Midlands","Walsall","Private",3,2014-06-10,"Leave"
"324","SC359203","Children's home","West Midlands","West Midlands","Coventry","Private",8,2015-03-06,"Leave"
"325","SC359275","Children's home","North East, Yorkshire and the Humber","North East","North Tyneside","Local Authority",4,2015-03-31,"Leave"
"326","SC360833","Children's home","East Midlands","East Midlands","Derbyshire","Private",6,2014-10-27,"Leave"
"327","SC362135","Children's home","North West","North West","Lancashire","Private",6,2015-02-02,"Leave"
"328","SC362151","Children's home","North West","North West","Blackpool","Private",6,2014-12-23,"Leave"
"329","SC362158","Children's home","North West","North West","Blackpool","Private",6,2015-02-02,"Leave"
"330","SC362165","Children's home","North West","North West","Lancashire","Private",8,2014-11-25,"Leave"
"331","SC362987","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Private",6,2015-03-02,"Leave"
"332","SC362997","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Private",4,2015-02-16,"Leave"
"333","SC365001","Children's home","South East","South East","East Sussex","Private",6,2014-12-02,"Leave"
"334","SC367454","Children's home","East Midlands","East Midlands","Lincolnshire","Private",3,2015-03-30,"Leave"
"335","SC367462","Children's home","East Midlands","East Midlands","Lincolnshire","Private",3,2015-03-12,"Leave"
"336","SC367679","Children's home","West Midlands","West Midlands","Shropshire","Private",2,2015-03-12,"Leave"
"337","SC367694","Children's home","North West","North West","St Helens","Local Authority",15,2014-07-11,"Leave"
"338","SC367798","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","North East Lincolnshire","Local Authority",2,2014-08-22,"Leave"
"339","SC367951","Children's home","West Midlands","West Midlands","Coventry","Private",6,2015-02-26,"Leave"
"340","SC368181","Children's home","East Midlands","East Midlands","Leicestershire","Private",3,2014-05-20,"Leave"
"341","SC370917","Children's home","South East","South East","Oxfordshire","Private",7,2014-09-23,"Leave"
"342","SC371245","Children's home","West Midlands","West Midlands","Warwickshire","Private",4,2015-02-02,"Leave"
"343","SC371552","Children's home","North West","North West","Blackpool","Private",4,2014-09-24,"Leave"
"344","SC375824","Children's home","North West","North West","Lancashire","Private",6,2014-12-04,"Leave"
"345","SC377681","Children's home","North West","North West","Rochdale","Private",4,2014-04-10,"Leave"
"346","SC387546","Children's home","West Midlands","West Midlands","Coventry","Private",6,2015-02-02,"Leave"
"347","SC390076","Children's home","North East, Yorkshire and the Humber","North East","Durham","Private",7,2014-08-08,"Leave"
"348","SC390201","Children's home","North West","North West","Lancashire","Private",7,2014-08-08,"Leave"
"349","SC390209","Children's home","South West","South West","North Somerset","Private",6,2015-03-16,"Leave"
"350","SC391236","Children's home","South West","South West","Devon","Local Authority",6,2014-05-09,"Leave"
"351","SC391731","Children's home","West Midlands","West Midlands","Dudley","Voluntary",3,2014-07-05,"Leave"
"352","SC394229","Children's home","North West","North West","Cheshire East","Local Authority",4,2014-09-18,"Leave"
"353","SC394547","Children's home","South West","South West","Bristol","Private",3,2015-01-06,"Leave"
"354","SC396884","Children's home","North West","North West","Stockport","Private",6,2015-02-03,"Leave"
"355","SC400110","Children's home","North East, Yorkshire and the Humber","North East","Sunderland","Voluntary",4,2014-08-21,"Leave"
"356","SC400360","Children's home","London","London","Wandsworth","Voluntary",4,2015-03-12,"Leave"
"357","SC401239","Children's home","North East, Yorkshire and the Humber","Yorkshire and The Humber","Barnsley","Private",3,2014-10-28,"Leave"
"358","SC402700","Residential special school (registered as a children's home)","London","London","Croydon","Private",9,2014-08-14,"Leave"
"359","SC402817","Children's home","North West","North West","Lancashire","Private",4,2014-12-04,"Leave"
"360","SC402856","Children's home","North West","North West","Cheshire East","Private",7,2014-09-15,"Leave"
"361","SC402900","Residential special school (registered as a children's home)","South East","South East","Southampton","Voluntary",14,2014-08-08,"Leave"
"362","SC402979","Children's home","East of England","East of England","Essex","Private",6,2014-09-04,"Leave"
"363","SC402980","Children's home","West Midlands","West Midlands","Coventry","Private",4,2015-02-27,"Leave"
"364","SC403564","Children's home","London","London","Haringey","Private",5,2015-03-19,"Leave"
"365","SC403937","Children's home","North West","North West","Lancashire","Private",2,2015-02-11,"Leave"
"366","SC405470","Residential special school (registered as a children's home)","London","London","Hillingdon","Voluntary",12,2015-03-03,"Leave"
"367","SC407030","Children's home","North West","North West","Lancashire","Private",4,2015-03-26,"Leave"
"368","SC407246","Residential special school (registered as a children's home)","East of England","East of England","Suffolk","Private",8,2014-07-12,"Leave"
"369","SC407800","Residential special school (registered as a children's home)","North West","North West","Cheshire West and Chester","Private",17,2014-09-26,"Leave"
"370","SC408867","Children's home","South West","South West","Somerset","Local Authority",4,2014-10-31,"Leave"
"371","SC409532","Children's home","North West","North West","Wigan","Private",6,2014-12-03,"Leave"
"372","SC410156","Children's home","East of England","East of England","Cambridgeshire","Private",3,2014-12-17,"Leave"
"373","SC410186","Children's home","West Midlands","West Midlands","Solihull","Private",4,2015-03-25,"Leave"
"374","SC410910","Children's home","East Midlands","East Midlands","Lincolnshire","Private",4,2014-12-12,"Leave"
"375","SC411572","Children's home","South West","South West","Devon","Private",2,2014-11-24,"Leave"
"376","SC416551","Children's home","North West","North West","Westmorland and Furness","Private",4,2014-04-30,"Leave"
"377","SC418612","Children's home","North West","North West","Liverpool","Private",4,2015-03-12,"Leave"
"378","SC419341","Children's home","East Midlands","East Midlands","Nottinghamshire","Private",6,2014-05-12,"Leave"
"379","SC419393","Children's home","East of England","East of England","Essex","Voluntary",9,2014-11-27,"Leave"
"380","SC420032","Children's home","South East","South East","Kent","Local Authority",8,2014-07-12,"Leave"
"381","SC424978","Children's home","North West","North West","Lancashire","Private",9,2014-08-08,"Leave"
"382","SC425511","Children's home","West Midlands","West Midlands","Sandwell","Private",2,2014-07-12,"Leave"
"383","SC425999","Children's home","West Midlands","West Midlands","Sandwell","Private",6,2014-12-11,"Leave"
"384","SC429168","Children's home","North East, Yorkshire and the Humber","North East","Northumberland","Private",5,2015-02-25,"Leave"
